id,category_id,gender_id,name,description,image,front_image,back_image,mask_image,rarity,effects,story_notes
42,4,2,Arcanium Rune,Clothing worn by nobility when attending events. it uses runes to store artifacts or magic cards secretly,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Arcanium Rune-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Arcanium Rune-m-back.webp,,epic,,nobility
43,4,2,Nimbus Nighthawk Armor,A stylish armor made from the claws of Hatchies of all elements. It pairs perfectly with weapons capable of harnessing the power of wind. It doubles the damage for any weapon with wind magic.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Arunthundra-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Arunthundra-m-back.webp,,epic,,
44,4,2,Ashen Oak Vestments,The armor worn by the lower-ranking members of The Order.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Ashen Oak Vestments-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Ashen Oak Vestments-m-back.webp,,epic,,"The Order
-This armor is not very visible because members of The Order typically cover their bodies with long hooded cloaks."
45,4,1,Aura Predator (Female),The attire worn by merchants at the Hatchy Market. Nearly all the materials for this robe are sourced from Hatchy bodies. It has the ability to tame and make even the most ferocious Hatchies obedient.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Aura Predator (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Aura Predator (Female)-f-back.webp,,epic,,Hatchy Market merchants
46,4,2,Aura Predator (Male),The attire worn by merchants at the Hatchy Market. Nearly all the materials for this robe are sourced from Hatchy bodies. It has the ability to tame and make even the most ferocious Hatchies obedient.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Aura Predator (Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Aura Predator (Male)-m-back.webp,,legendary,,
47,4,1,Auxilus Stormwing,"Armor that can make its wearer lighten their body to the point of temporary levitation. To extend the duration of levitation, assistance is required, such as magic cards or artifacts with elements of wind.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Auxilus Stormwing-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Auxilus Stormwing-f-back.webp,,epic,,
48,4,2,Azure Battlegear,"Armor that can be infused with Water-Elemental Crystals, making it a special ""weapon"" during battles. Often worn by Elite Water Knights.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Azure Battlegear-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Azure Battlegear-m-back.webp,,epic,Increased water elemental,
49,4,2,Barbaric Arrigun,The ability to automatically multiply one's proficiency with all types of weapons is a feature of this armor. Many ordinary people also wear Barbaric Arrigun to be able to use weapons without the hassle of learning them from scratch.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Barbaric Arrigun-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Barbaric Arrigun-m-back.webp,,rare,,
50,4,1,Bukomon (Female),"The traditional attire commonly worn by the people of Achopior includes a variety of distinctive garments. One of the most frequently donned items by its citizens is a unique, culturally significant piece of clothing.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Bukomon (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Bukomon (Female)-f-back.webp,,common,,common Achopior garment
51,4,2,Bukomon (Male),"The traditional attire commonly worn by the people of Achopior includes a variety of distinctive garments. One of the most frequently donned items by its citizens is a unique, culturally significant piece of clothing.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Bukomon (Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Bukomon (Male)-m-back.webp,,common,,
52,4,1,Crimson Spellbreaker,"Despite its name ""Crimson,"" there is actually very little red color on this armor. The uniqueness of this armor lies in being the only one capable of preventing opponents from completing their incantations. It's as if there is a mysterious force that hinders opponents when they try to finish their incantations to attack the wearer of this armor.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Crimson Spellbreaker-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Crimson Spellbreaker-f-back.webp,,epic,,
53,4,1,Darkheart Cyor (Female),"The mysterious armor worn by The Order's followers. It exudes a dark and profound aura, so intense that even formidable Hatchy creatures would feel compelled to flee due to the overwhelming energy it radiates.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Darkheart Cyor (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Darkheart Cyor (Female)-f-back.webp,,epic,,
54,4,2,Darkheart Cyor (Male),"The mysterious armor worn by The Order's followers. It exudes a dark and profound aura, so intense that even formidable Hatchy creatures would feel compelled to flee due to the overwhelming energy it radiates.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Darkheart Cyor (Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Darkheart Cyor (Male)-m-back.webp,,epic,,
55,4,1,Dragoneers Blood Moon (Female),"One of the nine legendary armors. A fire-elemental armor reportedly used by dragon riders in the past. What makes this armor special is that some of its materials are taken from the ""secret"" parts of the Taurrid Hatchy's body.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Dragoneers Blood Moon (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Dragoneers Blood Moon (Female)-f-back.webp,,legendary,,Nine Legendary Armors
56,4,2,Dragoneers Blood Moon(Male),"One of the nine legendary armors. A fire-elemental armor reportedly used by dragon riders in the past. What makes this armor special is that some of its materials are taken from the ""secret"" parts of the Taurrid Hatchy's body.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Dragoneers Blood Moon(Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Dragoneers Blood Moon(Male)-m-back.webp,,legendary,,
57,4,2,Emberstorm Armor,Neutral armor designed to diminish the impact of attacks from all elemental types. Perfect for hunting Hatchies of any element.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Emberstorm Armor-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Emberstorm Armor-m-back.webp,,rare,,
58,4,2,Flutterflight Skin Exosuit,"Clothing inspired by Hatchy Flutterflight, as it provides warmth around the neck area. Despite being named Flutterflight, none of the materials are sourced from there. It is a garment reserved exclusively for individuals of high social status.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Flutterflight Skin Exosuit-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Flutterflight Skin Exosuit-m-back.webp,,epic,,flutterflight skin
59,4,2,Britium Cuirass,"Armor crafted from Britium for its lightness and durability, the wearer's body feels as if they're not wearing heavy armor and can move gracefully as if unburdened",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Gazutral Cuirass-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Gazutral Cuirass-m-back.webp,,epic,,
60,4,2,Gevax Lodestone,"Unique armor made primarily from magnets, but its main ability is to repel all attacks made of iron. Ordinary swords will be unable to harm the wearer of this armor, as if there is a powerful energy field that cannot be touched.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Gevax Lodestone-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Gevax Lodestone-m-back.webp,,epic,resistance against basic element,
61,4,2,Nebula Plate,"Unbelievably light yet durable, its made from an unknown material, not from this world",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Glacier Platemail-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Glacier Platemail-m-back.webp,,legendary,,
62,4,1,Heart of the Volcano,"""Heart of the Volcano"" is an extremely rare armor that, in legend, is said to only appear if someone manages to conquer the guardian of the Fire Temple. In the records of the modern era, no one is said to possess it. However, in the historical records of the ancient era, this armor was owned by someone.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Heart of the Volcano-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Heart of the Volcano-f-back.webp,,legendary,,
63,4,2,Pirates' Parley Hauberk,"While it appears comfortable and charming when worn, it is perilous as it is typically donned by high-ranking pirates. The fur collar cleverly conceals poisonous needles.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1636-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1636-m-back.webp,,epic,,
64,4,2,Decimator Strider Armor,"Armor of desert pirates who use modified, battered vehicles. The armor is Light despite being made of Heavy Metal and provides significant protection for the Rider",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1638-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1638-m-back.webp,,legendary,,
65,4,1,Nomalies,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1668-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1668-f-back.webp,,epic,,
66,4,1,Nagmerrie Biker Jacket,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1669-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1669-f-back.webp,,legendary,,
67,4,1,Brithael Warrior Vestments,"The ceremonial garb of The Order's esteemed women leaders. Exquisitely designed for sacred rituals, yet forged with the resilience for fierce combat.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1670-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_1670-f-back.webp,,legendary,,
68,4,2,Armor of the New Somola King,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_2203-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_2203-m-back.webp,,legendary,,
69,4,2,The Legendary Somola Warrior's Armor,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_2205-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_2205-m-back.webp,,legendary,,
70,4,2,Space Rescue Division's Armor (Male),An armor whose name has become legendary for traversing the stars and saving countless lives in space.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3135-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3135-m-back.webp,,legendary,,
71,4,1,Space Rescue Division's Armor (Female),An armor whose name has become legendary for traversing the stars and saving countless lives in space.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3137-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3137-f-back.webp,,legendary,,
72,4,2,IMG_3752),,,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3752)-m-back.webp,,,,
73,4,2,Gleeful Behemoth Attire,"Crafted from the Behemoth, it has the ability to raise the wearers luck",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3752-m-front.webp,,,,legendary,increased luck,"
Behemoth gen2 grass monster"
74,4,2,IMG_3755),,,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3755)-m-back.webp,,,,
75,4,2,Buzzkill's Breastplate,"Highly territorial, Buzzkill becomes furious when another Buzzkill invades its domain. Armor crafted from Buzzkill remains is ideal for mental combat training. Paired with the Buzzkill magic card, it grants the wearer abnormal physical strength.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3755-m-front.webp,,,,epic,,
76,4,2,IMG_3757),,,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3757)-m-back.webp,,,,
77,4,2,Emperor Crabemoth,"Defying the conventions of human armor crafting, this legendary armor is said to have been forged in the deepest, darkest parts of the ocean. It is believed to be worn by dragon riders who reign over the seas.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3757-m-front.webp,,,,legendary,,
78,4,2,IMG_3760),,,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3760)-m-back.webp,,,,
79,4,2,Chancellor’s Ornate Garb,"A gracefully adorned garb, exuding elegance and authority, symbolizing a high office and significant responsibilities. Typically worn by the royal treasurer.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3760-m-front.webp,,,,epic,,
80,4,2,IMG_3762),,,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3762)-m-back.webp,,,,
81,4,2,Drakonian Float Armor,"An armor infused with shards of esoteric artifacts from Drakonia, granting the wearer the ability to levitate. This extraordinary power comes at a cost, significantly draining their energy.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3762-m-front.webp,,,,epic,,
82,4,1,Built-In Bra Tank,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3829-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3829-f-back.webp,,common,,
83,4,1,Faux Leather Jacket,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3831-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3831-f-back.webp,,common,,
84,4,1,Blazer with Sweater Insert,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3833-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3833-f-back.webp,,common,,
85,4,1,Purple Notch Neck,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3835-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3835-f-back.webp,,common,,
86,4,1,Chunky Knit Sweater,"A thickly knitted sweater, offering extra warmth and comfort for women, perfect for embracing the cold with style and coziness.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3837-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3837-f-back.webp,,common,,
87,4,1,Pumpkin Spice Tee,"An elegant orange women's tee, radiating vibrant energy and perfect for making a bold fashion statement.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3839-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3839-f-back.webp,,common,,
88,4,1,Navy Blue Pullover Hoodie,A blue pullover hoodie that's perfect for outdoor activities.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3841-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3841-f-back.webp,,common,,
89,4,1,Red-Black Mock Neck Jacket,"A stylish jacket with a slightly high collar, featuring an eye-catching combination of red and black.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3843-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3843-f-back.webp,,common,,
90,4,1,Open-Front Hoodie with Fur Collar,"A stylish and warm fur collar hoodie, perfect for women with a youthful spirit.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3845-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3845-f-back.webp,,common,,
91,4,2,Gray T-shirt,Men's T-shirt in sophisticated gray.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3847-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3847-m-back.webp,,common,,
92,4,2,Red Tank Top,Men's tank top in red.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3849-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3849-m-back.webp,,common,,
93,4,2,Blazing Chill Jacket,This red jacket is perfect for both chill days and workout sessions - it's a great all-around choice!,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3855-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3855-m-back.webp,,rare,,
94,4,2,Semi-Winter Jacket,A semi-winter jacket seamlessly blending the elements of nature with cutting-edge technology.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3857-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3857-m-back.webp,,common,,
95,4,2,Timeless Charcoal Blazer,Radiating elegance that commands trust and credibility – truly a must-have addition to every man's collection.,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3859-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/IMG_3859-m-back.webp,,common,,
96,4,2,Iron Legion Guard,Basic starter armor commonly used by novice warriors. Also worn by warriors on a tight budget,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Iron Legion Armor-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Iron Legion Armor-m-back.webp,,common,,
97,4,1,Kilas Tenabres (Female),"An incredibly powerful armor, feared by all creatures on Earth. It possesses a multitude of abilities and is only held by individuals who attain the status of Grandknight, the highest rank within the knight hierarchy.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Kilas Tenabres (Female)-f-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Kilas Tenabres (Female)-f-back.webp,,legendary,,
98,4,2,Kilas Tenabres (Male),"An incredibly powerful armor, feared by all creatures on Earth. It possesses a multitude of abilities and is only held by individuals who attain the status of Grandknight, the highest rank within the knight hierarchy.",https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Kilas Tenabres (Male)-m-front.webp,,https://d2pdcsofh1vza7.cloudfront.net/masters/ITEMS/BODY ARMOR/Kilas Tenabres (Male)-m-back.webp,,legendary,,
